"District","District Name","Vote Date","Total Amount","Type","Yes","No","Result","Brief Description","capital_ref","op_ref"
"3682","Monroe",2018-11-06,"3360000","Issue Debt",4638,2007,"Passed","School Improvements and Maintenance at Parkside Elementary and Monroe Middle School",1,NA
"3682","Monroe",2021-04-06,"5600000","Issue Debt",2530,1009,"Passed","School Facility Improvements at Northside Elementary School",1,NA
"3682","Monroe",2022-11-08,"8.8e+07","Issue Debt",3741,3121,"Passed","Construction of new HS and related costs and capital maintenance improvements to Abraham Lincoln Elementary School",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3689","Montello",1996-11-05,"2450000","Issue Debt",1312,1107,"Passed","elementary school addition",NA,NA
"3689","Montello",2007-09-11,"1814832","NR - 2007",365,771,"Failed","maintaining instructional programs",1,NA
"3689","Montello",2007-09-11,"3090000","Issue Debt",405,732,"Failed","replacing portions of roof, replace roof mounted a/c units, repaving parking lots and playgrounds, correcting roof run-off/erosion problems, replace floor coverings, improving locker rooms and showers, replace fixtures in elementary school restrooms, improve lighting in junior high, replace lockers in junior high school, bring fire alarm system up to building code, paying costs of related fees; replace principal and interest on short term loan, bonds issuance costs",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3689","Montello",2008-04-01,"2925000","NR - 2008",803,952,"Failed","maintaining instructional programs",1,NA
"3689","Montello",2008-09-09,"1900000","NR - 2008",915,866,"Passed","maintaining instructional programs",1,NA
"3689","Montello",2015-04-07,"2925000","NR - 2015",743,864,"Failed","To maintain instructional programs",1,NA
"3689","Montello",2016-04-05,"3600000","NR - 2016",1475,1131,"Passed","To maintain instructional programming.",1,NA
"3689","Montello",2018-04-03,"3700000","Issue Debt",753,767,"Failed","Replacing portions of the roof, replacing roof-mounted air conditioning units, improving electrical controls, replacing carpet and removing asbestos, bringing the fire alarm system up to code.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3689","Montello",2018-11-06,"4500000","Issue Debt",1769,1165,"Passed","Replacing portions of the roof, replacing roof-mounted air conditioning units, improving electrical controls, replacing carpet and removing asbestos, bringing the fire alarm system up to code.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3696","Monticello",1994-12-13,"1400000","Issue Debt",NA,NA,"Unknown","gym,locker room,band&chorus&3clsrms",1,NA
"3696","Monticello",2002-11-05,"1650000","Issue Debt",499,321,"Passed","maintenance and improvement projects to building and sites; acquire equipment, furnishings, fixtures",1,NA
"3696","Monticello",2008-04-01,"2415000","NR - 2008",415,200,"Passed","operational expenses, acquiring textbooks, vehicles and technology equipment, replace storage garage, maintenance and repair projects including roofing, HVAC systems and flooring",1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3696","Monticello",2014-04-01,"5850000","NR - 2014",261,172,"Passed","Oerational expenses; acquiring vehicles; upgrading and acquiring agriculture/technology, cafeteria, security and other classroom equipment; replacing playground equipment; and maintenance and repair projects, including roofing, HVAC systems, doors and flooring.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3696","Monticello",2022-08-09,"1120000","NR - 2022",393,206,"Passed","Operational expenses, including Science, Technology, Engineering and Math (STEM) and other educational programming, bus garage upgrades, acquiring vehicles, classroom equipment, maintenance and repair projects and remodeling classrooms",1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3696","Monticello",2022-08-09,"820000","RR - 2022",393,206,"Passed","Brief Description: Operational expenses, including Science, Technology, Engineering and Math (STEM) and other educational programming, bus garage upgrades, acquiring vehicles, classroom equipment, maintenance and repair projects and remodeling classrooms",1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3787","Mosinee",1991-11-01,"7650000","Issue Debt",1005,1255,"Failed",NA,NA,NA
"3787","Mosinee",1992-04-01,"6650000","Issue Debt",1291,1303,"Failed",NA,NA,NA
"3787","Mosinee",1992-06-01,"6650000","Issue Debt",1187,2138,"Failed",NA,NA,NA
"3787","Mosinee",1992-11-01,"3900000","Issue Debt",2029,2715,"Failed",NA,NA,NA
"3787","Mosinee",1995-04-04,"9950000","Issue Debt",1904,1506,"Passed","pool, aud, lib, 9 rm hs addition, 10 rm ms add + 2nd floor shell",1,NA
"3787","Mosinee",1999-11-02,"550000","RR - 2001",693,993,"Failed","operation & maintenance costs",NA,NA
"3787","Mosinee",1999-11-02,"8800000","Issue Debt",756,935,"Failed","construct & equip new e.s.",1,NA
"3787","Mosinee",2000-09-12,"7995000","Issue Debt",1194,1420,"Failed","construct/equip new K-1 elementary school; remodel,improve, construct addition Mosinee Elem school",1,NA
"3787","Mosinee",2000-09-12,"525000","RR - 2002",1043,1418,"Failed","operating and maintenance expenses",NA,1
"3787","Mosinee",2001-11-06,"15500000","Issue Debt",1455,1830,"Failed","construct/equip new grade 2-5 elem school and multipurpose room at H.S.; district wide remodeling and maintenance",1,NA
"3787","Mosinee",2001-11-06,"590000","RR - 2003",1376,1864,"Failed","school district operation and maintenance costs",NA,NA
"3787","Mosinee",2003-04-01,"5850000","Issue Debt",1178,1913,"Failed","remodel/construct new classrooms, library, gymnasium at Mosinee Elementary School",1,NA
"3787","Mosinee",2003-04-01,"130000","RR - 2004",1023,2010,"Failed","district operation and maintenance costs",NA,NA
"3787","Mosinee",2005-04-05,"350000","RR - 2006",1355,1848,"Failed","school district operation and maintenance costs",NA,NA
"3787","Mosinee",2005-04-05,"11250000","Issue Debt",1567,1712,"Failed","remodeling and constructing new classrooms, a library and a gymnasium at the Mosinee Elementary school",1,NA
"3787","Mosinee",2007-04-03,"9600000","Issue Debt",2522,1774,"Passed","remodel/construct new classrooms, a library and a gymnasium at Mosinee Elementary School and remodeling at Mosinee Middle School",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3787","Mosinee",2007-04-03,"250000","RR - 2008",2274,1947,"Passed","school district operation and maintenance costs",NA,NA
"3787","Mosinee",2016-04-05,"44970000","Issue Debt",2083,3114,"Failed","construction project as indicated.",1,NA
"3787","Mosinee",2016-04-05,"383000","Issue Debt",2154,2941,"Failed","operating cost referendum",NA,1
"3787","Mosinee",2017-04-04,"3.5e+07","Issue Debt",1214,1815,"Failed",NA,NA,NA
"3787","Mosinee",2017-04-04,"5200000","Issue Debt",910,2090,"Failed",NA,NA,NA
"3787","Mosinee",2017-04-04,"1100000","Issue Debt",835,2169,"Failed",NA,NA,NA
"3787","Mosinee",2017-04-04,"159836","RR - 2018",1300,1714,"Failed",NA,NA,NA
"3794","Mount Horeb Area",1995-12-12,"7e+06","Issue Debt",676,576,"Passed","hs renov and/or expansion",NA,NA
"3794","Mount Horeb Area",1999-11-02,"14830000","Issue Debt",1233,931,"Passed","contruct /equip new e.s., addition to m.s., renovate athletic field",1,NA
"3794","Mount Horeb Area",1999-11-02,"480000","Issue Debt",1061,1093,"Failed","acquire land",1,NA
"3794","Mount Horeb Area",1999-11-02,"270200","RR - 2000",1121,1030,"Passed","Operating purposes",NA,1
"3794","Mount Horeb Area",2006-11-07,"2485000","Issue Debt",3161,1753,"Passed","Authorize borrowing to purchase land and construct and equip a new bus garage/ maintenance building and bus shelter.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3794","Mount Horeb Area",2010-11-02,"9900000","Issue Debt",2749,2663,"Passed","public purpose of paying the cost of making major renovations and improvements and acquiring equipment at the Primary Center",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3794","Mount Horeb Area",2010-11-02,"6e+05","Issue Debt",3038,2343,"Passed","public purpose of paying the cost of upgrading the heating system in the renovated Primary Center to a geothermal system",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3794","Mount Horeb Area",2013-04-02,"6170000","Issue Debt",1828,952,"Passed","Paying the cost of replacing the heating system at the Mount Horeb High School, replacing the single pane windows at the Early Learning Center and High School; repairing the roof at the High School; and acquiring equipment.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3794","Mount Horeb Area",2017-04-04,"38500000","Issue Debt",2039,1172,"Passed","Additions and remodeling for secure entrances at our District’s schools; additions and renovations for new classroom and academic space, and an expanded cafeteria at the High School; roof replacement and HVAC upgrades at the Middle School; and other capital improvements and building infrastructure improvements at District facilities. Included are the acquisition of related furnishings, fixtures and equipment.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3794","Mount Horeb Area",2022-11-08,"4820000","RR - 2023",4707,2525,"Passed","Exceed Revenue Limits by $4,820,000 beginning with the 2023-2024 school year for recurring purposes",NA,NA
"3822","Mukwonago",1993-06-02,"21250000","Issue Debt",2369,1208,"Passed",NA,NA,NA
"3822","Mukwonago",1998-04-07,"442524","RR",2433,1505,"Passed","exceed rev cap for bldg operating costs; recurring (7/1/00)",NA,1
"3822","Mukwonago",1998-04-07,"14500000","Issue Debt",2598,1795,"Passed","new elem school; add to & remodel other bldgs; tech imp.",1,NA
"3822","Mukwonago",2007-04-03,"1.5e+07","Issue Debt",3851,2688,"Passed","INITIAL RESOLUTION AUTHORIZING GENERAL OBLIGATION BONDS IN AN AMOUNT NOT TO EXCEED $15,000,000",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3822","Mukwonago",2007-04-03,"8750000","NR - 2007",3318,3182,"Passed","RESOLUTION AUTHORIZING THE SCHOOL DISTRICT BUDGET TO EXCEED REVENUE LIMIT FOR NON-RECURRING PURPOSES",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3822","Mukwonago",2012-04-03,"11200000","NR - 2012",3343,5218,"Failed","To maintain existing educational programs",1,NA
"3822","Mukwonago",2016-04-05,"49500000","Issue Debt",7639,5481,"Passed","School building and improvement program at Mukwonago High School",NA,NA
"3822","Mukwonago",2016-04-05,"7e+06","NR - 2017",6695,6291,"Passed","Operational and maintenance expenses at Mukwonago High School",NA,1
"3857","Muskego-Norway",2001-11-06,"36615000","Issue Debt",2776,1607,"Passed","finance school building and improvement program consisting of construction of an addition to and remodeling and equipping of HS; relocation of athletic fields, construction of additional parking and other related improvements",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3857","Muskego-Norway",2001-11-06,"1156700","RR - 2003",2391,1956,"Passed","recurring purposes",NA,NA
"3857","Muskego-Norway",1994-11-08,"11900000","Issue Debt",3335,4384,"Failed","new 126,000 sq ft 850 student ms",1,NA
"3857","Muskego-Norway",1995-04-04,"3735000","Issue Debt",2800,2300,"Passed","maintenance & capitol improvements",1,NA
"3857","Muskego-Norway",1996-09-10,"12700000","Issue Debt",3909,2287,"Passed","126,000 sq ft, 900 student  7-8 blding",NA,NA
"3857","Muskego-Norway",2010-11-02,"34060000","Issue Debt",6299,7386,"Failed","Build one new elementary school.  Renovate and expand another elementary school.  Re-purpose elementary wing of Bay Lane middle school and add safety and security to Bay Lane Middle School and Lakeview elementary school.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3857","Muskego-Norway",2011-11-08,"29900000","Issue Debt",1849,3424,"Failed","Build one new elementary school. Renovate and expand two  elementary schools. Add safety and security to Bay Lane Middle School and Country Meadows elementary school.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3857","Muskego-Norway",2016-04-05,"43180000","Issue Debt",6485,4952,"Passed","To build a new middle school on district-owned property and construct additions and renovations to other existing school buildings.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3857","Muskego-Norway",2022-04-05,"27800000","Issue Debt",4355,2813,"Passed","Construction of an addition for technical education, science, technology, engineering and math areas and renovations at the high school.  Construction of an addition and renovations for a gymnasium and conversion of the current gymnasium into a cafeteria at Lakeview Elementary School.  This includes site improvements, renovations and acquisition of related furnishings, fixtures and equipment.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3857","Muskego-Norway",2022-04-05,"16800000","Issue Debt",3872,3274,"Passed","For the construction of additions for medicine and health sciences areas and an indoor practice facility and renovations at the high school, site improvements and acquisition of related furnishings, fixtures and equipment.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3871","Necedah Area",1996-09-10,"12500000","Issue Debt",500,300,"Passed","k-12 building",NA,NA
"3871","Necedah Area",2017-04-04,"8e+05","RR - 2017",470,524,"Failed",NA,NA,NA
"3871","Necedah Area",2018-04-03,"2880000","NR - 2018",651,466,"Passed","Non-recurring 4-Year Step Referendum Scenario: $690,000 year 1 & 2 and $750,000 year 3 & 4",NA,NA
"3871","Necedah Area",2022-04-05,"10995000","Issue Debt",451,462,"Failed","School facility improvement project at the school building and facilities",1,NA
"3871","Necedah Area",2022-04-05,"3800000","NR - 2022",485,428,"Passed","Non-recurring 4-Year Exceeding the Revenue Limit Referendum: $950,000 per year",NA,NA
"3871","Necedah Area",2023-04-04,"7e+06","Issue Debt",854,760,"Passed","School facility improvement project at the school building and facilities",1,NA
"3892","Neenah",1995-02-21,"1.5e+07","Issue Debt",3510,1671,"Passed","hs add renov & ADA imprvmnts,ADA imprvmnts at ms & elem",1,NA
"3892","Neenah",1996-11-05,"6900000","Issue Debt",10361,4318,"Passed","prior service costs",NA,NA
"3892","Neenah",2006-11-07,"6e+06","NR - 2007",8847,8299,"Passed","To provide for general operating expenses",NA,1
"3892","Neenah",2019-04-02,"129580000","Issue Debt",6156,6654,"Failed","Safety and security upgrades at all district facilities, construct a new middle school, high school tech ed renovation, ADA and infrastructure upgrades.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3892","Neenah",2020-04-07,"114900000","Issue Debt",8817,7456,"Passed","Construct a new high school, district-wide safety and security, renovating the existing high school to convert it into an intermediate school and a middle school.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3899","Neillsville",1996-03-19,"2240000","Issue Debt",793,933,"Failed","Q2: various dist wide imprv, new gym, convt gym to fine arts area",1,NA
"3899","Neillsville",1996-03-19,"2095000","Issue Debt",1159,577,"Passed","Q1: ADA, roof maint, asbestos removal,science rm",1,NA
"3899","Neillsville",1998-11-03,"2766254","Issue Debt",1470,1107,"Passed","new gymnasium, lobby & locker rooms",1,NA
"3899","Neillsville",1998-11-03,"503920","Issue Debt",1479,1057,"Passed","convert old gymnasium to multi-purpose room",1,NA
"3899","Neillsville",1998-11-03,"250000","RR",1619,965,"Passed","exceed rev cap for oper & maint, recurring, 98-99",NA,NA
"3899","Neillsville",1998-11-03,"429776","Issue Debt",1745,834,"Passed","add to ag shop, renovate biology lab, add storage",1,NA
"3899","Neillsville",2006-09-12,"750000","RR - 2006",653,1064,"Failed","recurring purposes",NA,NA
"3899","Neillsville",2008-09-09,"1500000","NR - 2008",557,481,"Passed","ongoing operational and maintenance costs",NA,1
"3899","Neillsville",2023-04-04,"12500000","Issue Debt",1364,744,"Passed","Facility improvement project consisting of:  building, infrastructure, systems and site improvements; building renovations, accessibility upgrades and asbestos abatement; and acquisition of furnishings, fixtures, technology and equipment.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3906","Nekoosa",1994-05-24,"9400000","Issue Debt",1541,541,"Passed","new120,700 sq ft M.S.",1,NA
"3906","Nekoosa",2000-04-04,"3e+05","Issue Debt",1213,639,"Passed","improvement of fire flow; purchase math textbooks/material; legal/closing costs",NA,NA
"3906","Nekoosa",2001-11-06,"13675000","Issue Debt",1110,1466,"Failed","renovations/construction elementary and high school; technology for the district; fixtures, furnishings",1,NA
"3906","Nekoosa",2001-11-06,"1e+05","RR - 2001",889,1585,"Failed","recurring purposes",NA,NA
"3906","Nekoosa",2006-02-21,"9900000","Issue Debt",1088,1048,"Passed","Paying, installing, and servicing technology, for asbestos abatement; for building improvements, remodeling, and additions, and related professional services.",1,NA
